# upstream	https://github.com/erha19/ping-island.git
# commit	da130d679e830894240e926184d29751dfd2def1
path	disposition	license	ownership_and_action
PingIsland/UI/Views/SessionConversationPreviewBuilder.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/SessionHoverPreviewView.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/SessionListView.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/SessionManualAttentionTracker.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/SettingsWindowView.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/ToolResultViews.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Views/UsageSummaryStripView.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/DetachedIslandWindowController.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/NotchViewController.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/NotchWindow.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/NotchWindowController.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/ReleaseNotesWindowController.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/SettingsWindowController.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/UI/Window/SettingsWindowDefaults.swift	rewrite	Apache-2.0	second app lifecycle/presentation/updater is forbidden; N1KO owns replacement
PingIsland/Utilities/ActiveWindowFrameResolver.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIsland/Utilities/AppLocalization.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIsland/Utilities/FullscreenAppDetector.swift	rewrite	Apache-2.0	reimplement in N1KO architecture and product identity; do not copy application shell
PingIsland/Utilities/GlobalShortcut.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIsland/Utilities/MCPToolFormatter.swift	reuse	Apache-2.0	selected logic may be copied with Apache notice and prominent modification marker
PingIsland/Utilities/SessionAttentionSoundEvaluator.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIsland/Utilities/SessionPhaseHelpers.swift	reuse	Apache-2.0	selected logic may be copied with Apache notice and prominent modification marker
PingIsland/Utilities/SessionTextSanitizer.swift	reuse	Apache-2.0	selected logic may be copied with Apache notice and prominent modification marker
PingIsland/Utilities/TerminalVisibilityDetector.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/ActiveWindowFrameResolverTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/AgentUsageAnalyticsTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/AppLanguageTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/AppLaunchConfigurationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/AppSettingsPersistenceTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/ClaudeApprovalStateTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeAskUserQuestionSessionTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeDesktopWatcherTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeRuntimeExecutableResolutionTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeStopHookSemanticsTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeTranscriptUsageLoaderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClaudeUsageLoaderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ClientProfileIconTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexAppServerMonitorTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexAuxiliaryHookFilterTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexHookPlaceholderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexHookSessionTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexRolloutParserTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/CodexUsageLoaderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/DetachedIslandWindowControllerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/DiagnosticsCommandRunnerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/DiagnosticsLogRedactorTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/EnergyGovernorTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/FeatureFlagsTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/FullscreenAppDetectorTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/GeminiIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/GlobalShortcutTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/HermesIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookBridgeResponseEncodingTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookEventResponseRoutingTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookInstallerStatusLineTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookInstallerTemporarySettingsTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookSocketServerClientInfoTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/HookSocketServerInterventionMatchingTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/IdleRoutePromptsProtectionTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/IslandExpandedRouteResolverTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/IslandTextFieldTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/JSONLInterruptWatcherTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/KimiIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/NativeRuntimeSessionStoreTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/NotchViewControllerTransparencyTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/NotchViewModelTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/OpenCodeIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/PiIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/ProcessTreeBuilderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/QoderCLIVersionDetectionTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/QoderSubagentSessionTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/QoderWorkContinuationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/QoderWorkHookEventTimingTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/QwenCodeIntegrationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/QwenHookCompatibilityPatchTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/RecentInterventionResponseStoreTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/RemoteHookConfigurationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/RemoteSSHLinkTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/RuntimeSessionRegistryTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/ScreenNotchMetricsTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/SessionAttentionSoundEvaluatorTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionCompletionPreviewBuilderTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionCompletionStateEvaluatorTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionEventLogSummaryTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionInterventionFallbackTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionManualAttentionTrackerTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionMonitorAskUserQuestionTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionMonitorCodexWatcherTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionMonitorNativeRuntimeTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionPhaseProcessingSoundEdgeTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionQuestionFormTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionStateTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionStoreCodexInterventionTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionStoreFileUpdateTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SessionStoreLivenessSweepTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/SettingsCategoryLabsTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/SettingsPanelViewModelTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/SettingsWindowControllerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/SoundThemeConfigurationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TOMLHookInstallerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TelemetryServiceTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TemporaryReminderMuteTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TerminalAppRegistryTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TerminalAutomationPermissionCoordinatorTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/TerminalSessionFocuserTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/UpdateManagerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/UpdateReleaseNotesParserTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
PingIslandTests/UsageSnapshotCacheStoreTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandTests/UsageSummaryPresenterTests.swift	adapt-behind-protocol	Apache-2.0	port behavior behind N1KO-owned protocol; rename paths and remove singleton/product coupling
PingIslandUITests/PingIslandUITests.swift	rewrite	Apache-2.0	reimplement in N1KO architecture and product identity; do not copy application shell
Prototype/.gitignore	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Package.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/AppModel.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/ApprovalCoordinator.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/CodexAppServerMonitor.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/HookInstaller.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/IDEExtensionInstaller.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/LifecycleCoordinator.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/Providers.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/SessionStore.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/SocketServer.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/Core/TerminalLocator.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/IslandApp.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/UI/NotchPanelController.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/UI/NotchRootView.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandApp/UI/SettingsView.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandBridge/main.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandShared/BridgeCodec.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandShared/BridgeDebugLogPolicy.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandShared/BridgeRuntimeConfig.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandShared/HookPayloadMapper.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Sources/IslandShared/Models.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/ApprovalCoordinatorTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/BridgeDebugLogPolicyTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/HookInstallerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/HookPayloadMapperTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/IDEExtensionAuthorizationTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/IDEExtensionInstallerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/IslandBridgeE2ETests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/SessionStoreTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/SocketServerTests.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
Prototype/Tests/IslandTests/TestSupport.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
README.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
README.zh-CN.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
default.profraw	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/codex-hook-debugging.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/homebrew-cask-release.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/images/agent-usage-settings.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/demos/ping-island-ask-tool-demo.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/demos/ping-island-question-demo.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/claude.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/codebuddy.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/codex.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/copilot.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/cursor.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/gemini.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/hermes.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/kimi.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/openclaw.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/opencode.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/pi.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/qoder.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/qwen.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/mascots/trae.gif	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/notch-panel.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/ping-island-0.5.0-buddy-detach-cn.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/ping-island-0.5.0-buddy-detach.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/ping-island-dmg-installer-background.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/ping-island-icon-transparent.svg	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/ping-island-icon.svg	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/product-icons/claude-app-icon.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/product-icons/codebuddy-app-icon.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/product-icons/cursor-app-icon.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/product-icons/opencode-app-icon.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/product-icons/workbuddy-app-icon.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/images/question-panel.png	exclude-until-parity	asset-rights-unproven	do not migrate without per-asset provenance; replace with N1KO-owned resources if needed
docs/mac-app-store-submission.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/privacy-policy.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/sparkle-release.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
docs/telemetry.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.0.3.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.0.6.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.0.8.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.0.9.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.1.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.1.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.10.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.10.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.11.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.11.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.11.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.12.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
